date,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,rainfall,industrial_emissions,traffic_density,vegetation_index,aqi,aqi_lag_1,aqi_lag_7,aqi_roll_7,day_of_week,month,is_holiday
2025-11-20,82.5,201.8,54.5,17.3,2.13,40.9,23.6,81.6,2.48,0.0,0.5,0.75,0.15,152,129.0,118.0,129.14285714285714,3,11,0
2025-11-21,85.3,206.8,60.8,18.1,2.11,34.9,20.3,75.7,3.07,0.0,0.63,0.82,0.16,156,152.0,171.0,134.0,4,11,0
2025-11-22,68.9,160.6,48.6,16.0,1.64,24.0,19.5,78.3,2.66,0.0,0.55,0.55,0.16,129,156.0,112.0,131.85714285714286,5,11,0
2025-11-23,60.8,146.9,41.3,12.3,1.61,23.8,19.2,81.6,2.79,0.1,0.39,0.6,0.17,112,129.0,103.0,134.28571428571428,6,11,0
2025-11-24,83.5,190.2,59.5,17.1,2.12,33.7,19.2,76.8,3.47,0.0,0.6,0.72,0.16,144,112.0,122.0,135.57142857142858,0,11,0
2025-11-25,66.0,173.8,48.7,15.8,1.92,34.4,20.3,79.0,4.09,0.0,0.57,0.76,0.16,134,144.0,149.0,138.71428571428572,1,11,0
2025-11-26,86.8,179.4,53.8,16.8,2.09,31.8,20.9,85.7,3.3,0.0,0.61,0.75,0.16,151,134.0,129.0,136.57142857142858,2,11,0
2025-11-27,93.9,220.8,63.9,19.5,2.23,33.3,20.7,77.6,2.32,1.3,0.58,0.73,0.16,169,151.0,152.0,139.71428571428572,3,11,0
2025-11-28,79.7,214.6,54.9,18.1,2.08,36.0,21.5,84.5,3.28,0.0,0.54,0.78,0.16,151,169.0,156.0,142.14285714285714,4,11,0
2025-11-29,74.6,181.2,53.6,17.7,1.98,27.2,20.2,74.4,3.71,0.0,0.59,0.66,0.16,142,151.0,129.0,141.42857142857142,5,11,0
2025-11-30,63.8,133.1,37.7,13.0,1.4,20.9,22.3,82.5,2.6,0.0,0.36,0.6,0.16,107,142.0,112.0,143.28571428571428,6,11,0
2025-12-01,76.4,190.3,54.3,17.7,2.2,31.3,19.7,86.8,2.86,0.0,0.58,0.79,0.16,144,107.0,144.0,142.57142857142858,0,12,0
2025-12-02,81.3,202.7,60.9,17.6,2.05,33.5,24.1,67.0,2.92,0.0,0.58,0.72,0.17,154,144.0,134.0,142.57142857142858,1,12,0
2025-12-03,91.7,218.3,61.2,19.4,2.26,38.0,20.9,75.1,2.41,0.0,0.57,0.73,0.16,161,154.0,151.0,145.42857142857142,2,12,0
2025-12-04,90.4,201.3,62.0,17.4,2.13,34.9,18.6,81.8,3.25,0.0,0.58,0.79,0.16,163,161.0,169.0,146.85714285714286,3,12,0
2025-12-05,74.9,189.6,49.4,15.3,2.15,30.9,18.3,77.6,2.76,0.0,0.49,0.83,0.15,141,163.0,151.0,146.0,4,12,0
2025-12-06,73.1,176.0,48.4,15.2,1.89,28.8,20.5,80.2,3.06,0.0,0.56,0.63,0.16,132,141.0,142.0,144.57142857142858,5,12,0
2025-12-07,55.6,137.6,34.7,13.8,1.6,23.2,19.4,75.1,2.25,0.0,0.42,0.61,0.16,107,132.0,107.0,143.14285714285714,6,12,0
2025-12-08,87.9,202.6,56.5,19.2,2.06,34.6,20.8,78.3,2.49,0.0,0.6,0.78,0.17,154,107.0,144.0,143.14285714285714,0,12,0
2025-12-09,85.8,203.4,57.8,17.9,2.11,34.8,20.4,76.8,3.16,0.0,0.54,0.73,0.15,150,154.0,154.0,144.57142857142858,1,12,0
2025-12-10,91.9,220.5,63.5,20.8,2.17,39.7,19.5,83.1,2.48,0.0,0.66,0.81,0.17,164,150.0,161.0,144.0,2,12,0
2025-12-11,82.7,183.8,55.2,16.6,2.12,34.6,18.3,78.3,3.72,0.0,0.56,0.82,0.16,148,164.0,163.0,144.42857142857142,3,12,0
2025-12-12,95.4,219.5,62.1,20.0,2.36,38.8,17.3,78.4,2.41,0.0,0.65,0.77,0.16,164,148.0,141.0,142.28571428571428,4,12,0
2025-12-13,80.8,190.4,55.2,17.9,2.04,28.2,18.9,74.4,2.76,0.0,0.63,0.62,0.17,147,164.0,132.0,145.57142857142858,5,12,0
2025-12-14,52.2,132.4,38.9,13.0,1.53,21.3,20.8,73.8,3.16,0.0,0.4,0.64,0.16,101,147.0,107.0,147.71428571428572,6,12,0
2025-12-15,101.1,236.4,69.9,21.4,2.34,42.8,19.8,73.7,1.73,0.0,0.7,0.78,0.16,181,101.0,154.0,146.85714285714286,0,12,0
2025-12-16,81.1,175.6,48.6,16.0,2.06,32.7,17.5,77.6,1.5,0.4,0.55,0.79,0.16,136,181.0,150.0,150.71428571428572,1,12,0
2025-12-17,98.2,248.8,69.0,21.9,2.55,40.0,19.6,73.2,1.61,0.0,0.66,0.88,0.16,184,136.0,164.0,148.71428571428572,2,12,0
2025-12-18,77.3,184.5,57.9,18.9,1.82,29.6,19.9,76.5,3.26,0.0,0.67,0.79,0.16,142,184.0,148.0,151.57142857142858,3,12,0
2025-12-19,97.2,217.7,63.2,19.1,2.45,38.3,18.0,85.1,2.15,0.0,0.59,0.78,0.15,174,142.0,164.0,150.71428571428572,4,12,0
2025-12-20,80.9,188.3,59.4,18.6,1.96,34.5,19.5,78.8,3.99,0.0,0.69,0.62,0.15,147,174.0,147.0,152.14285714285714,5,12,0
2025-12-21,71.9,178.4,55.0,14.1,2.01,33.3,19.3,72.5,2.09,0.0,0.43,0.66,0.16,136,147.0,101.0,152.14285714285714,6,12,0
2025-12-22,103.1,245.5,67.0,18.4,2.34,40.6,17.5,79.8,2.52,0.0,0.64,0.79,0.15,181,136.0,181.0,157.14285714285714,0,12,0
2025-12-23,86.8,193.6,57.2,18.2,1.75,35.1,19.7,71.5,3.31,0.0,0.64,0.77,0.16,145,181.0,136.0,157.14285714285714,1,12,0
2025-12-24,95.9,218.4,63.0,20.7,2.44,39.7,20.0,63.0,3.57,0.0,0.63,0.85,0.16,173,145.0,184.0,158.42857142857142,2,12,0
2025-12-25,92.4,244.6,65.7,20.8,2.44,38.7,20.8,67.8,3.58,0.0,0.68,0.86,0.15,173,173.0,142.0,156.85714285714286,3,12,0
2025-12-26,83.5,210.5,62.6,17.6,2.05,35.3,20.7,63.2,3.04,0.0,0.68,0.78,0.16,160,173.0,174.0,161.28571428571428,4,12,0
2025-12-27,78.5,193.9,53.8,16.5,1.78,34.2,17.1,70.5,2.91,1.3,0.55,0.58,0.16,141,160.0,147.0,159.28571428571428,5,12,0
2025-12-28,71.1,158.9,44.8,12.6,2.04,28.2,17.7,72.0,2.63,0.0,0.5,0.67,0.16,123,141.0,136.0,158.42857142857142,6,12,0
2025-12-29,80.7,191.7,54.9,18.5,2.03,38.9,19.9,80.0,2.72,0.7,0.56,0.77,0.14,144,123.0,181.0,156.57142857142858,0,12,0
2025-12-30,98.2,238.9,70.5,20.2,2.52,38.1,19.8,72.9,1.9,0.0,0.7,0.83,0.15,179,144.0,145.0,151.28571428571428,1,12,0
2025-12-31,92.9,233.5,66.7,22.1,2.23,40.6,19.8,69.8,1.71,0.0,0.71,0.72,0.16,172,179.0,173.0,156.14285714285714,2,12,0
2026-01-01,83.1,212.6,61.0,19.5,2.03,32.7,24.8,74.8,2.18,0.0,0.6,0.84,0.16,157,172.0,173.0,156.0,3,1,0
2026-01-02,101.2,240.3,66.1,19.8,2.38,38.3,19.9,59.2,2.06,0.0,0.63,0.75,0.15,179,157.0,160.0,153.71428571428572,4,1,0
2026-01-03,88.1,199.2,60.1,17.3,2.06,34.6,20.7,71.1,1.87,1.3,0.6,0.66,0.14,155,179.0,141.0,156.42857142857142,5,1,0
2026-01-04,67.4,165.7,48.9,15.4,1.78,29.1,20.4,73.5,2.54,0.0,0.45,0.64,0.16,131,155.0,123.0,158.42857142857142,6,1,0
2026-01-05,90.9,206.3,58.0,18.2,2.16,43.9,20.0,61.9,2.67,0.6,0.65,0.76,0.15,157,131.0,144.0,159.57142857142858,0,1,0
2026-01-06,90.0,216.1,62.9,20.0,2.26,35.9,18.5,74.7,2.13,0.0,0.7,0.78,0.15,160,157.0,179.0,161.42857142857142,1,1,0
2026-01-07,102.6,230.7,66.3,21.2,2.43,37.3,20.1,70.3,2.94,0.3,0.73,0.82,0.15,179,160.0,172.0,158.71428571428572,2,1,0
2026-01-08,92.1,235.7,66.0,19.6,2.26,40.9,17.8,66.2,1.35,0.0,0.74,0.8,0.15,175,179.0,157.0,159.71428571428572,3,1,0
2026-01-09,92.8,240.5,66.1,18.3,2.46,34.1,18.6,71.1,1.9,0.0,0.65,0.82,0.15,176,175.0,179.0,162.28571428571428,4,1,0
2026-01-10,87.5,200.5,61.9,19.7,1.96,36.0,18.3,78.9,1.57,0.0,0.67,0.7,0.14,160,176.0,155.0,161.85714285714286,5,1,0
2026-01-11,88.1,197.9,53.2,16.2,1.84,35.6,19.1,68.1,0.86,0.0,0.42,0.58,0.16,157,160.0,131.0,162.57142857142858,6,1,0
2026-01-12,108.5,242.6,71.2,20.9,2.63,44.8,22.5,68.1,1.91,0.0,0.64,0.86,0.16,188,157.0,157.0,166.28571428571428,0,1,0
2026-01-13,104.8,245.1,71.8,22.9,2.55,46.3,16.2,64.3,1.87,0.0,0.73,0.79,0.15,187,188.0,160.0,170.71428571428572,1,1,0
2026-01-14,102.7,240.2,70.3,23.9,2.48,41.5,20.0,62.0,2.83,1.5,0.77,0.75,0.15,188,187.0,179.0,174.57142857142858,2,1,0
2026-01-15,81.4,210.5,55.5,18.3,1.98,34.6,16.6,70.0,2.28,0.0,0.63,0.73,0.15,154,188.0,175.0,175.85714285714286,3,1,0
2026-01-16,107.1,247.7,69.3,21.3,2.43,41.0,18.3,61.2,1.27,0.0,0.66,0.78,0.15,188,154.0,176.0,172.85714285714286,4,1,0
2026-01-17,83.3,204.1,60.0,20.0,2.07,31.7,20.7,65.5,2.98,0.0,0.69,0.66,0.15,157,188.0,160.0,174.57142857142858,5,1,0
2026-01-18,78.4,162.2,50.2,14.3,1.67,30.5,19.2,62.4,2.59,0.0,0.5,0.62,0.15,134,157.0,157.0,174.14285714285714,6,1,0
2026-01-19,103.6,236.4,69.4,22.0,2.5,40.2,17.5,66.9,2.19,0.0,0.66,0.84,0.15,190,134.0,188.0,170.85714285714286,0,1,0
2026-01-20,107.9,246.1,66.7,22.8,2.52,42.0,18.0,65.8,1.69,0.0,0.72,0.72,0.15,188,190.0,187.0,171.14285714285714,1,1,0
2026-01-21,105.3,227.1,69.2,22.5,2.64,39.9,20.1,69.0,1.23,0.0,0.68,0.77,0.15,188,188.0,188.0,171.28571428571428,2,1,0
2026-01-22,88.9,219.2,62.2,18.1,2.16,38.6,18.0,60.9,1.57,0.0,0.7,0.72,0.16,162,188.0,154.0,171.28571428571428,3,1,0
2026-01-23,91.4,218.5,66.7,20.1,2.39,43.8,19.5,61.8,2.43,0.0,0.74,0.78,0.15,169,162.0,188.0,172.42857142857142,4,1,0
2026-01-24,84.7,228.5,59.6,18.7,1.88,31.2,19.2,57.9,2.89,0.0,0.71,0.64,0.15,156,169.0,157.0,169.71428571428572,5,1,0
2026-01-25,71.5,184.4,51.3,15.1,1.82,22.7,18.2,60.2,2.67,0.0,0.48,0.6,0.15,128,156.0,134.0,169.57142857142858,6,1,0
2026-01-26,90.5,211.9,59.6,20.7,2.09,36.2,22.4,64.0,1.44,0.0,0.71,0.66,0.16,164,128.0,190.0,168.71428571428572,0,1,1
2026-01-27,116.6,278.9,81.4,25.8,2.8,49.8,20.2,65.5,1.05,0.0,0.71,0.77,0.15,215,164.0,188.0,165.0,1,1,0
2026-01-28,107.9,264.3,72.7,22.3,2.57,46.7,16.2,56.8,1.79,0.0,0.7,0.77,0.14,197,215.0,188.0,168.85714285714286,2,1,0
2026-01-29,110.9,275.2,76.3,22.7,2.76,45.0,19.6,65.4,0.63,0.0,0.71,0.77,0.16,201,197.0,162.0,170.14285714285714,3,1,0
2026-01-30,100.5,239.5,74.5,24.7,2.5,44.3,18.3,67.5,1.87,5.5,0.8,0.8,0.15,194,201.0,169.0,175.71428571428572,4,1,0
2026-01-31,95.0,207.0,68.4,21.5,2.22,39.5,20.6,62.5,1.58,0.0,0.75,0.56,0.15,170,194.0,156.0,179.28571428571428,5,1,0
2026-02-01,72.1,172.3,50.1,17.2,1.83,33.6,18.2,69.4,1.38,1.6,0.5,0.62,0.14,136,170.0,128.0,181.28571428571428,6,2,0
2026-02-02,109.4,271.4,74.7,24.4,2.67,41.6,19.3,55.9,0.69,0.0,0.77,0.79,0.15,205,136.0,164.0,182.42857142857142,0,2,0
2026-02-03,90.9,230.7,69.5,20.0,2.26,38.5,20.2,53.2,1.94,0.0,0.72,0.67,0.15,174,205.0,215.0,188.28571428571428,1,2,0
2026-02-04,96.2,248.6,71.0,21.4,2.36,42.6,20.8,50.2,1.3,0.0,0.79,0.75,0.15,185,174.0,197.0,182.42857142857142,2,2,0
2026-02-05,103.5,244.6,74.2,21.6,2.52,42.6,17.7,66.2,0.91,3.2,0.76,0.71,0.15,196,185.0,201.0,180.71428571428572,3,2,0
2026-02-06,104.8,234.3,75.5,23.6,2.52,50.0,19.1,61.7,0.5,0.0,0.73,0.72,0.15,194,196.0,194.0,180.0,4,2,0
2026-02-07,91.0,208.2,59.7,21.2,2.05,33.0,18.9,57.8,1.58,3.4,0.76,0.59,0.15,155,194.0,170.0,180.0,5,2,0
2026-02-08,60.5,140.2,44.4,15.5,1.59,24.4,18.7,59.2,2.65,0.2,0.47,0.56,0.15,113,155.0,136.0,177.85714285714286,6,2,0
2026-02-09,87.8,190.1,60.2,20.4,2.22,36.9,22.4,51.8,2.57,0.0,0.69,0.69,0.15,159,113.0,205.0,174.57142857142858,0,2,0
2026-02-10,111.3,261.5,73.6,24.1,2.67,44.2,20.4,69.4,1.3,0.0,0.69,0.72,0.14,200,159.0,174.0,168.0,1,2,0
2026-02-11,105.9,255.8,72.8,22.3,2.35,38.8,17.9,57.5,1.2,0.0,0.76,0.67,0.15,192,200.0,185.0,171.71428571428572,2,2,0
2026-02-12,95.9,226.2,66.2,21.2,2.37,38.2,21.2,57.0,1.84,0.0,0.84,0.66,0.15,175,192.0,196.0,172.71428571428572,3,2,0
2026-02-13,113.9,274.0,79.8,26.6,2.6,51.9,23.1,59.8,0.95,2.1,0.86,0.73,0.14,214,175.0,194.0,169.71428571428572,4,2,0
2026-02-14,90.0,201.3,65.2,20.7,2.04,33.6,21.5,58.3,1.72,1.5,0.79,0.52,0.14,156,214.0,155.0,172.57142857142858,5,2,0
2026-02-15,89.7,196.1,58.7,17.8,2.06,32.2,17.7,56.7,2.0,0.0,0.55,0.58,0.14,153,156.0,113.0,172.71428571428572,6,2,0
2026-02-16,84.3,200.3,62.0,20.1,2.0,39.5,19.3,51.3,2.27,0.0,0.67,0.71,0.14,162,153.0,159.0,178.42857142857142,0,2,0
2026-02-17,93.6,222.9,67.9,21.7,2.26,38.6,22.0,57.3,1.47,0.0,0.73,0.62,0.14,176,162.0,200.0,178.85714285714286,1,2,0
2026-02-18,105.1,254.7,71.7,23.9,2.41,42.8,19.1,64.1,1.4,0.0,0.72,0.66,0.14,193,176.0,192.0,175.42857142857142,2,2,0
2026-02-19,96.0,236.2,71.3,23.0,2.31,41.2,20.9,61.1,0.99,0.3,0.73,0.73,0.14,180,193.0,175.0,175.57142857142858,3,2,0
2026-02-20,96.5,225.8,66.5,21.9,2.37,41.2,21.4,62.1,1.02,0.0,0.76,0.64,0.14,173,180.0,214.0,176.28571428571428,4,2,0
2026-02-21,88.0,205.2,64.5,21.4,1.99,44.3,18.9,51.3,1.37,0.0,0.74,0.53,0.15,164,173.0,156.0,170.42857142857142,5,2,0
2026-02-22,85.6,185.4,54.8,16.7,1.8,34.4,20.3,48.6,1.73,0.0,0.47,0.55,0.14,144,164.0,153.0,171.57142857142858,6,2,0
2026-02-23,97.2,203.8,65.6,21.2,2.27,42.9,15.6,52.6,2.05,0.0,0.81,0.7,0.15,170,144.0,162.0,170.28571428571428,0,2,0
2026-02-24,85.6,202.2,63.8,20.3,2.14,33.3,19.0,53.2,1.02,0.0,0.72,0.66,0.14,154,170.0,176.0,171.42857142857142,1,2,0
2026-02-25,95.8,230.6,63.2,19.9,2.18,35.0,20.2,58.2,2.4,0.0,0.79,0.64,0.15,169,154.0,193.0,168.28571428571428,2,2,0
2026-02-26,119.6,263.1,84.3,26.8,2.8,49.3,18.8,44.0,1.34,0.0,0.88,0.72,0.14,211,169.0,180.0,164.85714285714286,3,2,0
2026-02-27,106.6,251.2,72.9,21.9,2.6,44.9,23.1,59.8,1.49,0.0,0.73,0.73,0.15,197,211.0,173.0,169.28571428571428,4,2,0
2026-02-28,85.7,210.9,60.6,19.6,1.83,33.1,18.6,51.1,1.05,1.6,0.65,0.55,0.14,160,197.0,164.0,172.71428571428572,5,2,0
2026-03-01,82.2,203.7,51.6,16.4,1.86,32.7,20.2,49.5,0.5,0.0,0.54,0.52,0.15,149,160.0,144.0,172.14285714285714,6,3,0
2026-03-02,109.3,248.6,74.0,24.4,2.38,45.5,21.1,46.3,2.03,0.0,0.84,0.61,0.14,194,149.0,170.0,172.85714285714286,0,3,0
2026-03-03,93.9,215.5,66.5,22.4,2.24,39.0,23.1,42.9,1.94,0.0,0.88,0.61,0.14,170,194.0,154.0,176.28571428571428,1,3,0
2026-03-04,92.8,214.7,66.4,19.8,2.04,42.1,18.9,55.0,1.34,0.0,0.72,0.66,0.13,177,170.0,169.0,178.57142857142858,2,3,0
2026-03-05,102.7,249.3,73.2,23.8,2.69,44.1,22.8,51.0,1.55,0.0,0.81,0.66,0.14,191,177.0,211.0,179.71428571428572,3,3,0
2026-03-06,102.5,259.1,73.2,22.0,2.47,40.9,21.2,44.0,1.82,0.0,0.76,0.69,0.14,187,191.0,197.0,176.85714285714286,4,3,0
2026-03-07,99.2,237.2,70.3,23.1,2.24,39.7,19.8,43.7,0.57,0.0,0.78,0.53,0.14,181,187.0,160.0,175.42857142857142,5,3,0
2026-03-08,90.4,199.6,59.6,18.7,2.02,30.4,22.0,48.3,1.2,0.0,0.64,0.46,0.14,154,181.0,149.0,178.42857142857142,6,3,0
2026-03-09,77.4,195.3,56.5,19.4,2.25,38.1,21.7,58.1,2.0,0.0,0.71,0.67,0.13,148,154.0,194.0,179.14285714285714,0,3,0
2026-03-10,102.7,239.0,69.4,21.8,2.39,41.9,20.6,48.2,0.77,0.0,0.8,0.59,0.14,184,148.0,170.0,172.57142857142858,1,3,0
2026-03-11,107.9,238.0,76.3,22.6,2.46,42.0,21.6,41.8,1.7,1.2,0.81,0.61,0.13,188,184.0,177.0,174.57142857142858,2,3,0
2026-03-12,112.0,255.2,72.8,23.3,2.43,40.8,21.0,47.8,0.72,0.0,0.85,0.63,0.14,191,188.0,191.0,176.14285714285714,3,3,0
2026-03-13,102.3,246.5,75.7,23.9,2.43,51.5,21.9,47.5,1.82,0.0,0.8,0.7,0.14,188,191.0,187.0,176.14285714285714,4,3,0
2026-03-14,105.1,245.1,72.2,24.8,2.31,39.3,22.8,35.2,1.52,0.0,0.81,0.59,0.13,188,188.0,181.0,176.28571428571428,5,3,0
2026-03-15,83.7,186.0,55.6,16.5,1.82,31.1,24.2,48.2,0.58,0.0,0.54,0.51,0.14,149,188.0,154.0,177.28571428571428,6,3,0
2026-03-16,98.2,241.1,71.5,23.3,2.19,41.6,20.1,47.1,2.26,0.0,0.81,0.61,0.14,177,149.0,148.0,176.57142857142858,0,3,0
2026-03-17,98.0,237.7,71.7,19.9,2.16,41.4,25.2,51.6,1.12,0.0,0.78,0.63,0.14,179,177.0,184.0,180.71428571428572,1,3,0
2026-03-18,106.4,243.9,73.6,22.4,2.42,46.8,19.1,57.2,1.09,8.8,0.83,0.65,0.13,191,179.0,188.0,180.0,2,3,0
2026-03-19,94.2,248.6,70.3,21.6,2.16,47.3,21.9,53.4,1.7,0.0,0.78,0.6,0.13,185,191.0,191.0,180.42857142857142,3,3,0
2026-03-20,103.6,236.1,71.6,21.6,2.41,43.1,23.1,46.2,2.28,0.0,0.82,0.68,0.14,185,185.0,188.0,179.57142857142858,4,3,0
2026-03-21,96.4,220.6,68.9,20.3,2.14,35.9,22.7,41.9,0.99,0.0,0.8,0.49,0.13,175,185.0,188.0,179.14285714285714,5,3,0
2026-03-22,81.1,187.3,58.4,18.3,1.9,32.1,21.5,60.1,1.65,0.0,0.6,0.5,0.14,149,175.0,149.0,177.28571428571428,6,3,0
2026-03-23,109.9,231.0,72.5,22.8,2.34,43.6,22.2,47.4,1.88,0.0,0.8,0.63,0.14,189,149.0,177.0,177.28571428571428,0,3,0
2026-03-24,78.4,193.9,59.3,19.2,2.27,38.4,21.8,47.0,2.04,0.0,0.71,0.62,0.14,146,189.0,179.0,179.0,1,3,0
2026-03-25,110.9,250.3,81.6,25.6,2.68,42.4,21.8,46.7,1.75,0.0,0.86,0.64,0.13,204,146.0,191.0,174.28571428571428,2,3,0
2026-03-26,100.3,213.1,67.3,21.5,2.05,41.7,24.0,47.6,1.43,4.6,0.75,0.58,0.13,171,204.0,185.0,176.14285714285714,3,3,0
2026-03-27,99.4,224.3,71.6,23.1,2.34,42.2,23.3,45.8,1.17,0.0,0.77,0.58,0.14,185,171.0,185.0,174.14285714285714,4,3,0
2026-03-28,94.6,226.8,64.8,21.6,2.05,41.9,21.9,43.5,1.73,0.0,0.77,0.45,0.14,175,185.0,175.0,174.14285714285714,5,3,0
2026-03-29,77.0,181.9,49.2,16.2,1.7,30.0,24.3,43.5,1.04,0.0,0.61,0.49,0.14,141,175.0,149.0,174.14285714285714,6,3,0
2026-03-30,100.1,227.9,67.8,22.2,2.14,37.1,23.5,46.0,0.5,0.0,0.69,0.63,0.14,177,141.0,189.0,173.0,0,3,0
2026-03-31,109.2,248.2,78.0,24.7,2.51,46.7,24.4,43.3,1.97,0.0,0.95,0.62,0.13,197,177.0,146.0,171.28571428571428,1,3,0
2026-04-01,94.7,223.7,69.8,21.9,2.26,41.9,24.2,42.4,2.27,0.0,0.85,0.67,0.14,179,197.0,204.0,178.57142857142858,2,4,0
2026-04-02,116.3,282.3,81.0,25.1,2.72,52.1,22.1,46.4,0.5,0.0,0.81,0.6,0.14,214,179.0,171.0,175.0,3,4,0
2026-04-03,97.9,231.2,70.2,21.6,2.41,40.8,22.6,44.5,1.15,2.6,0.8,0.63,0.13,181,214.0,185.0,181.14285714285714,4,4,0
2026-04-04,87.1,209.0,66.2,20.4,2.08,33.0,24.6,53.2,2.14,0.0,0.81,0.45,0.13,159,181.0,175.0,180.57142857142858,5,4,0
2026-04-05,71.2,158.2,49.9,16.3,1.56,22.2,24.5,32.3,3.02,0.0,0.58,0.47,0.13,127,159.0,141.0,178.28571428571428,6,4,0
2026-04-06,96.5,226.7,67.1,22.5,2.28,41.0,23.6,50.9,1.81,4.8,0.83,0.63,0.13,173,127.0,177.0,176.28571428571428,0,4,0
2026-04-07,98.2,255.1,75.0,22.4,2.45,43.5,23.9,51.6,1.38,0.0,0.83,0.64,0.13,188,173.0,197.0,175.71428571428572,1,4,0
2026-04-08,104.1,243.2,70.7,22.2,2.26,37.8,25.7,35.0,1.72,0.0,0.8,0.59,0.14,183,188.0,179.0,174.42857142857142,2,4,0
2026-04-09,91.4,210.9,66.3,22.1,2.05,35.0,23.0,43.6,2.67,0.0,0.79,0.6,0.14,165,183.0,214.0,175.0,3,4,0
2026-04-10,102.1,233.6,68.3,22.7,2.38,38.2,24.8,43.4,1.47,0.0,0.79,0.55,0.13,178,165.0,181.0,168.0,4,4,0
2026-04-11,93.1,214.9,64.5,23.3,2.07,32.5,23.8,38.1,1.4,0.0,0.79,0.47,0.14,167,178.0,159.0,167.57142857142858,5,4,0
2026-04-12,76.2,172.3,51.9,17.8,1.8,25.9,23.8,41.2,1.61,1.4,0.6,0.52,0.14,132,167.0,127.0,168.71428571428572,6,4,0
2026-04-13,108.9,251.5,75.2,25.1,2.38,40.3,25.9,39.5,1.34,0.0,0.83,0.63,0.13,195,132.0,173.0,169.42857142857142,0,4,0
2026-04-14,102.1,230.5,67.4,19.4,2.17,38.2,25.6,53.8,2.01,0.0,0.65,0.63,0.14,178,195.0,188.0,172.57142857142858,1,4,0
2026-04-15,95.7,224.3,67.4,22.7,2.15,35.5,25.7,49.7,2.93,0.0,0.83,0.62,0.14,171,178.0,183.0,171.14285714285714,2,4,0
2026-04-16,98.7,226.0,66.4,22.4,2.28,34.8,26.5,51.4,2.16,0.0,0.8,0.62,0.14,180,171.0,165.0,169.42857142857142,3,4,0
2026-04-17,108.8,232.8,70.6,22.2,2.22,47.5,24.6,48.6,1.84,0.0,0.79,0.59,0.13,185,180.0,178.0,171.57142857142858,4,4,0
2026-04-18,88.6,192.0,64.0,20.4,1.98,37.7,25.7,39.4,1.83,0.0,0.77,0.52,0.14,156,185.0,167.0,172.57142857142858,5,4,0
2026-04-19,95.9,209.9,62.7,20.6,1.95,35.6,24.3,42.4,1.09,0.4,0.59,0.51,0.13,171,156.0,132.0,171.0,6,4,0
2026-04-20,96.5,227.5,71.0,23.5,2.23,41.4,25.3,47.5,2.58,0.0,0.84,0.64,0.13,182,171.0,195.0,176.57142857142858,0,4,0
2026-04-21,100.1,246.9,73.7,21.8,2.44,43.5,24.7,38.9,2.02,0.0,0.75,0.6,0.13,189,182.0,178.0,174.71428571428572,1,4,0
2026-04-22,92.5,209.4,64.8,22.2,2.16,40.2,25.2,48.6,1.98,0.0,0.81,0.54,0.14,167,189.0,171.0,176.28571428571428,2,4,0
2026-04-23,95.0,227.5,63.3,20.5,2.22,35.3,26.0,43.9,4.02,0.0,0.74,0.67,0.13,172,167.0,180.0,175.71428571428572,3,4,0
2026-04-24,93.0,224.4,65.8,21.2,2.11,41.6,24.0,43.2,2.31,0.0,0.72,0.61,0.14,172,172.0,185.0,174.57142857142858,4,4,0
2026-04-25,94.4,206.5,65.4,20.9,1.99,35.4,28.4,48.7,1.7,0.0,0.76,0.48,0.13,171,172.0,156.0,172.71428571428572,5,4,0
2026-04-26,86.3,197.9,54.1,17.4,1.87,28.3,23.9,47.4,1.92,0.0,0.58,0.53,0.12,148,171.0,171.0,174.85714285714286,6,4,0
2026-04-27,96.6,229.9,67.9,22.8,2.28,40.4,23.6,43.4,2.88,0.0,0.83,0.63,0.13,172,148.0,182.0,171.57142857142858,0,4,0
2026-04-28,105.2,248.8,76.4,22.9,2.62,47.8,27.3,51.0,2.28,0.0,0.81,0.69,0.12,198,172.0,189.0,170.14285714285714,1,4,0
2026-04-29,107.5,258.3,75.2,25.8,2.45,51.4,26.8,39.9,1.37,0.0,0.82,0.67,0.13,196,198.0,167.0,171.42857142857142,2,4,0
2026-04-30,83.7,196.7,63.8,18.8,1.99,30.2,26.6,48.5,2.81,0.2,0.81,0.68,0.13,157,196.0,172.0,175.57142857142858,3,4,0
2026-05-01,88.2,212.0,67.3,19.9,2.13,37.4,26.7,48.4,1.88,0.0,0.75,0.6,0.12,162,157.0,172.0,173.42857142857142,4,5,0
2026-05-02,84.8,193.3,62.3,20.9,1.93,32.7,25.8,44.0,3.43,0.0,0.8,0.56,0.13,156,162.0,171.0,172.0,5,5,0
2026-05-03,72.0,159.3,52.1,17.0,1.71,30.8,24.6,47.2,2.98,0.0,0.57,0.54,0.14,134,156.0,148.0,169.85714285714286,6,5,0
2026-05-04,96.5,233.9,69.9,22.6,2.47,35.9,26.1,39.4,2.08,3.5,0.81,0.65,0.12,182,134.0,172.0,167.85714285714286,0,5,0
2026-05-05,103.2,243.9,71.5,23.4,2.5,38.3,25.1,50.4,3.14,1.1,0.83,0.67,0.12,188,182.0,198.0,169.28571428571428,1,5,0
2026-05-06,83.1,197.2,61.3,20.8,2.04,30.7,27.6,45.0,2.44,0.0,0.81,0.6,0.13,154,188.0,196.0,167.85714285714286,2,5,0
